Image Name,Category,Quality Score
ILSVRC2012_val_00000940.JPEG,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",0.7546257
ILSVRC2012_val_00008183.JPEG,hair slide,0.8704612
ILSVRC2012_val_00032145.JPEG,hair slide,0.8439475
ILSVRC2012_val_00013178.JPEG,hair slide,0.83574057
ILSVRC2012_val_00048911.JPEG,hair slide,0.8349278
ILSVRC2012_val_00007252.JPEG,hair slide,0.8334204
ILSVRC2012_val_00022502.JPEG,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.9143193
ILSVRC2012_val_00014719.JPEG,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.8836494
ILSVRC2012_val_00026978.JPEG,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.87829834
ILSVRC2012_val_00002417.JPEG,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.87087333
ILSVRC2012_val_00038022.JPEG,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier",0.8609405
ILSVRC2012_val_00022043.JPEG,park bench,0.8474922
ILSVRC2012_val_00019835.JPEG,park bench,0.83963066
ILSVRC2012_val_00032798.JPEG,park bench,0.8072449
ILSVRC2012_val_00033475.JPEG,park bench,0.79901004
ILSVRC2012_val_00002930.JPEG,park bench,0.7970377
ILSVRC2012_val_00000193.JPEG,boathouse,0.845389
ILSVRC2012_val_00019027.JPEG,boathouse,0.8441685
ILSVRC2012_val_00007317.JPEG,boathouse,0.84311736
ILSVRC2012_val_00041484.JPEG,boathouse,0.8417492
ILSVRC2012_val_00005220.JPEG,boathouse,0.82966834
ILSVRC2012_val_00031015.JPEG,"Dungeness crab, Cancer magister",0.8710066
ILSVRC2012_val_00020536.JPEG,"Dungeness crab, Cancer magister",0.8583557
ILSVRC2012_val_00026597.JPEG,"Dungeness crab, Cancer magister",0.85407513
ILSVRC2012_val_00026925.JPEG,"Dungeness crab, Cancer magister",0.8412399
ILSVRC2012_val_00013891.JPEG,"Dungeness crab, Cancer magister",0.8284122
ILSVRC2012_val_00009617.JPEG,lionfish,0.8332765
ILSVRC2012_val_00030309.JPEG,lionfish,0.8187594
ILSVRC2012_val_00038020.JPEG,lionfish,0.818554
ILSVRC2012_val_00041221.JPEG,lionfish,0.81043583
ILSVRC2012_val_00031194.JPEG,lionfish,0.80069715
ILSVRC2012_val_00048178.JPEG,bulbul,0.83947587
ILSVRC2012_val_00012870.JPEG,bulbul,0.8376348
ILSVRC2012_val_00001720.JPEG,bulbul,0.8366514
ILSVRC2012_val_00004037.JPEG,bulbul,0.83138
ILSVRC2012_val_00009807.JPEG,bulbul,0.82448953
ILSVRC2012_val_00043529.JPEG,entertainment center,0.85584486
ILSVRC2012_val_00040354.JPEG,entertainment center,0.8496793
ILSVRC2012_val_00001694.JPEG,entertainment center,0.8414894
ILSVRC2012_val_00022494.JPEG,entertainment center,0.8289302
ILSVRC2012_val_00007913.JPEG,entertainment center,0.8078068
ILSVRC2012_val_00028981.JPEG,gyromitra,0.8548631
ILSVRC2012_val_00037521.JPEG,gyromitra,0.84130234
ILSVRC2012_val_00047998.JPEG,gyromitra,0.82895046
ILSVRC2012_val_00000200.JPEG,gyromitra,0.82789445
ILSVRC2012_val_00014619.JPEG,gyromitra,0.8240933
ILSVRC2012_val_00015461.JPEG,parking meter,0.84948015
ILSVRC2012_val_00011539.JPEG,parking meter,0.8410375
ILSVRC2012_val_00042599.JPEG,parking meter,0.83619386
ILSVRC2012_val_00034709.JPEG,parking meter,0.81806916
ILSVRC2012_val_00004937.JPEG,parking meter,0.8078292
ILSVRC2012_val_00041527.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0.8352508
ILSVRC2012_val_00019671.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0.8332747
ILSVRC2012_val_00044869.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0.82539594
ILSVRC2012_val_00018331.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0.80802876
ILSVRC2012_val_00046212.JPEG,"Bouvier des Flandres, Bouviers des Flandres",0.8055507
ILSVRC2012_val_00021384.JPEG,"accordion, piano accordion, squeeze box",0.83062565
ILSVRC2012_val_00004656.JPEG,"accordion, piano accordion, squeeze box",0.82164675
ILSVRC2012_val_00026627.JPEG,"accordion, piano accordion, squeeze box",0.81785864
ILSVRC2012_val_00007453.JPEG,"accordion, piano accordion, squeeze box",0.8163647
ILSVRC2012_val_00007271.JPEG,"accordion, piano accordion, squeeze box",0.8119434
ILSVRC2012_val_00023064.JPEG,stove,0.8561698
ILSVRC2012_val_00033191.JPEG,stove,0.8491962
ILSVRC2012_val_00001174.JPEG,stove,0.82791233
ILSVRC2012_val_00011852.JPEG,stove,0.8070544
ILSVRC2012_val_00025452.JPEG,stove,0.8065002
ILSVRC2012_val_00008428.JPEG,"proboscis monkey, Nasalis larvatus",0.85058206
ILSVRC2012_val_00044076.JPEG,"proboscis monkey, Nasalis larvatus",0.83623886
ILSVRC2012_val_00045058.JPEG,"proboscis monkey, Nasalis larvatus",0.83608687
ILSVRC2012_val_00014163.JPEG,"proboscis monkey, Nasalis larvatus",0.8351535
ILSVRC2012_val_00043037.JPEG,"proboscis monkey, Nasalis larvatus",0.83348763
ILSVRC2012_val_00043108.JPEG,"albatross, mollymawk",0.86576754
ILSVRC2012_val_00005988.JPEG,"albatross, mollymawk",0.86567616
ILSVRC2012_val_00002090.JPEG,"albatross, mollymawk",0.85985214
ILSVRC2012_val_00031023.JPEG,"albatross, mollymawk",0.8580197
ILSVRC2012_val_00038864.JPEG,"albatross, mollymawk",0.8462592
ILSVRC2012_val_00008710.JPEG,"iron, smoothing iron",0.88363796
ILSVRC2012_val_00019902.JPEG,"iron, smoothing iron",0.8808585
ILSVRC2012_val_00042861.JPEG,"iron, smoothing iron",0.87524724
ILSVRC2012_val_00012641.JPEG,"iron, smoothing iron",0.83026093
ILSVRC2012_val_00025935.JPEG,"iron, smoothing iron",0.82871735
ILSVRC2012_val_00006329.JPEG,menu,0.85002863
ILSVRC2012_val_00039739.JPEG,menu,0.8259854
ILSVRC2012_val_00011729.JPEG,menu,0.78645444
ILSVRC2012_val_00040954.JPEG,menu,0.7840422
ILSVRC2012_val_00012233.JPEG,menu,0.77853125
ILSVRC2012_val_00024760.JPEG,"Siamese cat, Siamese",0.8523225
ILSVRC2012_val_00043632.JPEG,"Siamese cat, Siamese",0.8513728
ILSVRC2012_val_00002475.JPEG,"Siamese cat, Siamese",0.8462277
ILSVRC2012_val_00045829.JPEG,"Siamese cat, Siamese",0.84503007
ILSVRC2012_val_00043051.JPEG,"Siamese cat, Siamese",0.843924
ILSVRC2012_val_00036991.JPEG,"violin, fiddle",0.8427978
ILSVRC2012_val_00021288.JPEG,"violin, fiddle",0.8396992
ILSVRC2012_val_00032060.JPEG,"violin, fiddle",0.8337314
ILSVRC2012_val_00011745.JPEG,"violin, fiddle",0.8334421
ILSVRC2012_val_00019563.JPEG,"violin, fiddle",0.832944
ILSVRC2012_val_00009137.JPEG,car mirror,0.7877476
ILSVRC2012_val_00044747.JPEG,car mirror,0.78439075
ILSVRC2012_val_00000352.JPEG,car mirror,0.7492839
ILSVRC2012_val_00028488.JPEG,car mirror,0.7366209
ILSVRC2012_val_00049299.JPEG,car mirror,0.73348063
ILSVRC2012_val_00043977.JPEG,"seashore, coast, seacoast, sea-coast",0.8294977
ILSVRC2012_val_00024891.JPEG,"seashore, coast, seacoast, sea-coast",0.8238619
ILSVRC2012_val_00036591.JPEG,"seashore, coast, seacoast, sea-coast",0.8146784
ILSVRC2012_val_00020833.JPEG,"seashore, coast, seacoast, sea-coast",0.8099464
ILSVRC2012_val_00032534.JPEG,"seashore, coast, seacoast, sea-coast",0.8076249
ILSVRC2012_val_00000216.JPEG,rapeseed,0.82720786
ILSVRC2012_val_00029679.JPEG,rapeseed,0.8225178
ILSVRC2012_val_00028652.JPEG,rapeseed,0.81817895
ILSVRC2012_val_00029042.JPEG,rapeseed,0.8151163
ILSVRC2012_val_00007332.JPEG,rapeseed,0.8135574
ILSVRC2012_val_00010801.JPEG,"wolf spider, hunting spider",0.86074895
ILSVRC2012_val_00016944.JPEG,"wolf spider, hunting spider",0.83890235
ILSVRC2012_val_00015835.JPEG,"wolf spider, hunting spider",0.8371468
ILSVRC2012_val_00031053.JPEG,"wolf spider, hunting spider",0.8316093
ILSVRC2012_val_00039854.JPEG,"wolf spider, hunting spider",0.8265225
ILSVRC2012_val_00020964.JPEG,"jersey, T-shirt, tee shirt",0.89953625
ILSVRC2012_val_00045268.JPEG,"jersey, T-shirt, tee shirt",0.8518309
ILSVRC2012_val_00011939.JPEG,"jersey, T-shirt, tee shirt",0.84634805
ILSVRC2012_val_00014624.JPEG,"jersey, T-shirt, tee shirt",0.841006
ILSVRC2012_val_00000282.JPEG,"jersey, T-shirt, tee shirt",0.8350537
ILSVRC2012_val_00039291.JPEG,"pug, pug-dog",0.8599026
ILSVRC2012_val_00013670.JPEG,"pug, pug-dog",0.8531939
ILSVRC2012_val_00025501.JPEG,"pug, pug-dog",0.8519136
ILSVRC2012_val_00043817.JPEG,"pug, pug-dog",0.8407414
ILSVRC2012_val_00010846.JPEG,"pug, pug-dog",0.8351666
ILSVRC2012_val_00042613.JPEG,"mailbag, postbag",0.8690217
ILSVRC2012_val_00005929.JPEG,"mailbag, postbag",0.82593375
ILSVRC2012_val_00017011.JPEG,"mailbag, postbag",0.82367027
ILSVRC2012_val_00023713.JPEG,"mailbag, postbag",0.8193464
ILSVRC2012_val_00025557.JPEG,"mailbag, postbag",0.8116121
ILSVRC2012_val_00033556.JPEG,modem,0.83009946
ILSVRC2012_val_00039134.JPEG,modem,0.81319803
ILSVRC2012_val_00020155.JPEG,modem,0.8109249
ILSVRC2012_val_00022796.JPEG,modem,0.7928665
ILSVRC2012_val_00027890.JPEG,modem,0.7831964
ILSVRC2012_val_00019630.JPEG,"European fire salamander, Salamandra salamandra",0.81581175
ILSVRC2012_val_00048445.JPEG,"European fire salamander, Salamandra salamandra",0.8134579
ILSVRC2012_val_00039753.JPEG,"European fire salamander, Salamandra salamandra",0.8106486
ILSVRC2012_val_00018645.JPEG,"European fire salamander, Salamandra salamandra",0.8062492
ILSVRC2012_val_00046243.JPEG,"European fire salamander, Salamandra salamandra",0.80136096
ILSVRC2012_val_00011119.JPEG,"bucket, pail",0.8841513
ILSVRC2012_val_00033388.JPEG,"bucket, pail",0.8596296
ILSVRC2012_val_00004625.JPEG,"bucket, pail",0.855297
ILSVRC2012_val_00020852.JPEG,"bucket, pail",0.84699214
ILSVRC2012_val_00001126.JPEG,"bucket, pail",0.8434059
ILSVRC2012_val_00005276.JPEG,Brittany spaniel,0.87097377
ILSVRC2012_val_00016166.JPEG,Brittany spaniel,0.8671543
ILSVRC2012_val_00024686.JPEG,Brittany spaniel,0.86025757
ILSVRC2012_val_00036408.JPEG,Brittany spaniel,0.8523871
ILSVRC2012_val_00031368.JPEG,Brittany spaniel,0.8497658
ILSVRC2012_val_00022710.JPEG,mud turtle,0.83712065
ILSVRC2012_val_00000229.JPEG,mud turtle,0.8365254
ILSVRC2012_val_00031541.JPEG,mud turtle,0.83221954
ILSVRC2012_val_00004898.JPEG,mud turtle,0.82656264
ILSVRC2012_val_00024666.JPEG,mud turtle,0.82062465
ILSVRC2012_val_00033370.JPEG,"prayer rug, prayer mat",0.8257816
ILSVRC2012_val_00049806.JPEG,"prayer rug, prayer mat",0.811196
ILSVRC2012_val_00036468.JPEG,"prayer rug, prayer mat",0.78978217
ILSVRC2012_val_00044376.JPEG,"prayer rug, prayer mat",0.78775245
ILSVRC2012_val_00035541.JPEG,"prayer rug, prayer mat",0.7869075
ILSVRC2012_val_00003257.JPEG,hermit crab,0.8376849
ILSVRC2012_val_00025585.JPEG,hermit crab,0.8258707
ILSVRC2012_val_00040913.JPEG,hermit crab,0.7991167
ILSVRC2012_val_00033105.JPEG,hermit crab,0.7839872
ILSVRC2012_val_00012143.JPEG,hermit crab,0.78123486
ILSVRC2012_val_00018574.JPEG,"shield, buckler",0.8566406
ILSVRC2012_val_00008649.JPEG,"shield, buckler",0.8405667
ILSVRC2012_val_00022277.JPEG,"shield, buckler",0.8259652
ILSVRC2012_val_00032125.JPEG,"shield, buckler",0.8077985
ILSVRC2012_val_00025337.JPEG,"shield, buckler",0.80048865
ILSVRC2012_val_00043463.JPEG,barn,0.8439801
ILSVRC2012_val_00010809.JPEG,barn,0.83092487
ILSVRC2012_val_00009958.JPEG,barn,0.81595707
ILSVRC2012_val_00016718.JPEG,barn,0.8132679
ILSVRC2012_val_00049066.JPEG,barn,0.8115235
ILSVRC2012_val_00032073.JPEG,coral reef,0.7937921
ILSVRC2012_val_00000235.JPEG,coral reef,0.75172496
ILSVRC2012_val_00029077.JPEG,coral reef,0.7381546
ILSVRC2012_val_00033028.JPEG,coral reef,0.72690356
ILSVRC2012_val_00026207.JPEG,coral reef,0.7138651
ILSVRC2012_val_00009034.JPEG,"goldfish, Carassius auratus",0.74950814
ILSVRC2012_val_00018075.JPEG,"goldfish, Carassius auratus",0.74160284
ILSVRC2012_val_00048864.JPEG,"goldfish, Carassius auratus",0.6899275
ILSVRC2012_val_00004677.JPEG,"goldfish, Carassius auratus",0.68963945
ILSVRC2012_val_00019459.JPEG,"goldfish, Carassius auratus",0.6878593
ILSVRC2012_val_00002496.JPEG,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.8721504
ILSVRC2012_val_00004400.JPEG,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.8406393
ILSVRC2012_val_00024010.JPEG,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.83283967
ILSVRC2012_val_00005084.JPEG,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.8164654
ILSVRC2012_val_00005228.JPEG,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.81146395
ILSVRC2012_val_00027287.JPEG,"bikini, two-piece",0.8828357
ILSVRC2012_val_00004709.JPEG,"bikini, two-piece",0.8635577
ILSVRC2012_val_00006474.JPEG,"bikini, two-piece",0.86337376
ILSVRC2012_val_00015440.JPEG,"bikini, two-piece",0.8522927
ILSVRC2012_val_00034365.JPEG,"bikini, two-piece",0.85113424
ILSVRC2012_val_00008363.JPEG,"parallel bars, bars",0.859771
ILSVRC2012_val_00009178.JPEG,"parallel bars, bars",0.75824213
ILSVRC2012_val_00027712.JPEG,"parallel bars, bars",0.7462878
ILSVRC2012_val_00000240.JPEG,"parallel bars, bars",0.745959
ILSVRC2012_val_00019839.JPEG,"parallel bars, bars",0.74452645
ILSVRC2012_val_00030447.JPEG,"dining table, board",0.8793093
ILSVRC2012_val_00045401.JPEG,"dining table, board",0.8641306
ILSVRC2012_val_00015035.JPEG,"dining table, board",0.86043024
ILSVRC2012_val_00029073.JPEG,"dining table, board",0.85413575
ILSVRC2012_val_00006493.JPEG,"dining table, board",0.8525479
ILSVRC2012_val_00000243.JPEG,neck brace,0.87734455
ILSVRC2012_val_00036585.JPEG,neck brace,0.8600883
ILSVRC2012_val_00031428.JPEG,neck brace,0.85811687
ILSVRC2012_val_00038940.JPEG,neck brace,0.8476536
ILSVRC2012_val_00015284.JPEG,neck brace,0.83391505
ILSVRC2012_val_00009493.JPEG,rifle,0.8357018
ILSVRC2012_val_00000469.JPEG,rifle,0.8131325
ILSVRC2012_val_00040629.JPEG,rifle,0.8045775
ILSVRC2012_val_00007990.JPEG,rifle,0.7978416
ILSVRC2012_val_00041671.JPEG,rifle,0.7949549
ILSVRC2012_val_00047333.JPEG,"junco, snowbird",0.8719615
ILSVRC2012_val_00014139.JPEG,"junco, snowbird",0.8617032
ILSVRC2012_val_00007853.JPEG,"junco, snowbird",0.8430851
ILSVRC2012_val_00015410.JPEG,"junco, snowbird",0.84261537
ILSVRC2012_val_00026687.JPEG,"junco, snowbird",0.8418583
ILSVRC2012_val_00034055.JPEG,"Staffordshire bullterrier, Staffordshire bull terrier",0.89482665
ILSVRC2012_val_00043305.JPEG,"Staffordshire bullterrier, Staffordshire bull terrier",0.86775845
ILSVRC2012_val_00041620.JPEG,"Staffordshire bullterrier, Staffordshire bull terrier",0.8631811
ILSVRC2012_val_00004771.JPEG,"Staffordshire bullterrier, Staffordshire bull terrier",0.861228
ILSVRC2012_val_00011583.JPEG,"Staffordshire bullterrier, Staffordshire bull terrier",0.85397655
ILSVRC2012_val_00049864.JPEG,croquet ball,0.8612306
ILSVRC2012_val_00026063.JPEG,croquet ball,0.8471579
ILSVRC2012_val_00009327.JPEG,croquet ball,0.8396328
ILSVRC2012_val_00048763.JPEG,croquet ball,0.8196606
ILSVRC2012_val_00035923.JPEG,croquet ball,0.81312895
ILSVRC2012_val_00023311.JPEG,"hip, rose hip, rosehip",0.84839565
ILSVRC2012_val_00019742.JPEG,"hip, rose hip, rosehip",0.84430087
ILSVRC2012_val_00019660.JPEG,"hip, rose hip, rosehip",0.84271747
ILSVRC2012_val_00035279.JPEG,"hip, rose hip, rosehip",0.83679396
ILSVRC2012_val_00030777.JPEG,"hip, rose hip, rosehip",0.82428765
ILSVRC2012_val_00039087.JPEG,beaker,0.8608322
ILSVRC2012_val_00034097.JPEG,beaker,0.83604795
ILSVRC2012_val_00004061.JPEG,beaker,0.81361485
ILSVRC2012_val_00010486.JPEG,beaker,0.8103597
ILSVRC2012_val_00036789.JPEG,beaker,0.8085972
ILSVRC2012_val_00012900.JPEG,"mobile home, manufactured home",0.88539594
ILSVRC2012_val_00025332.JPEG,"mobile home, manufactured home",0.8499971
ILSVRC2012_val_00035978.JPEG,"mobile home, manufactured home",0.83911014
ILSVRC2012_val_00049840.JPEG,"mobile home, manufactured home",0.8373529
ILSVRC2012_val_00009264.JPEG,"mobile home, manufactured home",0.82515997
ILSVRC2012_val_00039388.JPEG,scuba diver,0.826501
ILSVRC2012_val_00049626.JPEG,scuba diver,0.774075
ILSVRC2012_val_00028903.JPEG,scuba diver,0.7644551
ILSVRC2012_val_00037541.JPEG,scuba diver,0.7328389
ILSVRC2012_val_00017491.JPEG,scuba diver,0.73131114
ILSVRC2012_val_00033148.JPEG,"dishrag, dishcloth",0.8158647
ILSVRC2012_val_00011456.JPEG,"dishrag, dishcloth",0.7884868
ILSVRC2012_val_00018803.JPEG,"dishrag, dishcloth",0.7782222
ILSVRC2012_val_00012950.JPEG,"dishrag, dishcloth",0.7721884
ILSVRC2012_val_00021115.JPEG,"dishrag, dishcloth",0.7636327
ILSVRC2012_val_00017185.JPEG,eft,0.8199285
ILSVRC2012_val_00040981.JPEG,eft,0.80129373
ILSVRC2012_val_00035305.JPEG,eft,0.7844444
ILSVRC2012_val_00000276.JPEG,eft,0.77551067
ILSVRC2012_val_00033437.JPEG,eft,0.75381035
ILSVRC2012_val_00037724.JPEG,matchstick,0.8283233
ILSVRC2012_val_00036627.JPEG,matchstick,0.804846
ILSVRC2012_val_00009630.JPEG,matchstick,0.79640555
ILSVRC2012_val_00045781.JPEG,matchstick,0.7507086
ILSVRC2012_val_00006139.JPEG,matchstick,0.7464225
ILSVRC2012_val_00047653.JPEG,"quilt, comforter, comfort, puff",0.8168831
ILSVRC2012_val_00004482.JPEG,"quilt, comforter, comfort, puff",0.8036885
ILSVRC2012_val_00047408.JPEG,"quilt, comforter, comfort, puff",0.8003648
ILSVRC2012_val_00026972.JPEG,"quilt, comforter, comfort, puff",0.7965807
ILSVRC2012_val_00034188.JPEG,"quilt, comforter, comfort, puff",0.79647875
ILSVRC2012_val_00005472.JPEG,toyshop,0.85482156
ILSVRC2012_val_00017180.JPEG,toyshop,0.8452812
ILSVRC2012_val_00003394.JPEG,toyshop,0.8355807
ILSVRC2012_val_00026073.JPEG,toyshop,0.82828987
ILSVRC2012_val_00041317.JPEG,toyshop,0.81499565
ILSVRC2012_val_00001576.JPEG,"Saluki, gazelle hound",0.8837749
ILSVRC2012_val_00009624.JPEG,"Saluki, gazelle hound",0.8787896
ILSVRC2012_val_00012482.JPEG,"Saluki, gazelle hound",0.87112385
ILSVRC2012_val_00027267.JPEG,"Saluki, gazelle hound",0.84520036
ILSVRC2012_val_00045441.JPEG,"Saluki, gazelle hound",0.84144324
ILSVRC2012_val_00002995.JPEG,"paddlewheel, paddle wheel",0.8751344
ILSVRC2012_val_00038211.JPEG,"paddlewheel, paddle wheel",0.8670353
ILSVRC2012_val_00020720.JPEG,"paddlewheel, paddle wheel",0.85096854
ILSVRC2012_val_00042256.JPEG,"paddlewheel, paddle wheel",0.8493549
ILSVRC2012_val_00017941.JPEG,"paddlewheel, paddle wheel",0.82977825
ILSVRC2012_val_00044257.JPEG,padlock,0.82239324
ILSVRC2012_val_00002115.JPEG,padlock,0.8209728
ILSVRC2012_val_00025473.JPEG,padlock,0.82052803
ILSVRC2012_val_00041162.JPEG,padlock,0.8153001
ILSVRC2012_val_00036038.JPEG,padlock,0.80795217
ILSVRC2012_val_00000266.JPEG,"slide rule, slipstick",0.8264038
ILSVRC2012_val_00043948.JPEG,"slide rule, slipstick",0.82493955
ILSVRC2012_val_00015563.JPEG,"slide rule, slipstick",0.812333
ILSVRC2012_val_00029103.JPEG,"slide rule, slipstick",0.8086331
ILSVRC2012_val_00026669.JPEG,"slide rule, slipstick",0.80771077
ILSVRC2012_val_00047665.JPEG,consomme,0.8282049
ILSVRC2012_val_00013104.JPEG,consomme,0.81621546
ILSVRC2012_val_00043718.JPEG,consomme,0.8154944
ILSVRC2012_val_00011392.JPEG,consomme,0.81357205
ILSVRC2012_val_00015125.JPEG,consomme,0.8134239
ILSVRC2012_val_00043236.JPEG,"assault rifle, assault gun",0.85790724
ILSVRC2012_val_00002719.JPEG,"assault rifle, assault gun",0.8573023
ILSVRC2012_val_00049123.JPEG,"assault rifle, assault gun",0.83685315
ILSVRC2012_val_00012081.JPEG,"assault rifle, assault gun",0.83554226
ILSVRC2012_val_00042983.JPEG,"assault rifle, assault gun",0.8308067
ILSVRC2012_val_00043643.JPEG,Siberian husky,0.8616562
ILSVRC2012_val_00008197.JPEG,Siberian husky,0.8604543
ILSVRC2012_val_00033039.JPEG,Siberian husky,0.8512751
ILSVRC2012_val_00013150.JPEG,Siberian husky,0.83811647
ILSVRC2012_val_00007512.JPEG,Siberian husky,0.83676934
ILSVRC2012_val_00009286.JPEG,steel arch bridge,0.84178215
ILSVRC2012_val_00012028.JPEG,steel arch bridge,0.83606017
ILSVRC2012_val_00005280.JPEG,steel arch bridge,0.83157605
ILSVRC2012_val_00028093.JPEG,steel arch bridge,0.82846904
ILSVRC2012_val_00008493.JPEG,steel arch bridge,0.8272592
ILSVRC2012_val_00033275.JPEG,"bannister, banister, balustrade, balusters, handrail",0.85107565
ILSVRC2012_val_00002801.JPEG,"bannister, banister, balustrade, balusters, handrail",0.85015404
ILSVRC2012_val_00015834.JPEG,"bannister, banister, balustrade, balusters, handrail",0.81565297
ILSVRC2012_val_00000584.JPEG,"bannister, banister, balustrade, balusters, handrail",0.8154093
ILSVRC2012_val_00020434.JPEG,"bannister, banister, balustrade, balusters, handrail",0.8121328
ILSVRC2012_val_00021177.JPEG,"traffic light, traffic signal, stoplight",0.85803664
ILSVRC2012_val_00037932.JPEG,"traffic light, traffic signal, stoplight",0.85724133
ILSVRC2012_val_00022510.JPEG,"traffic light, traffic signal, stoplight",0.8571607
ILSVRC2012_val_00047101.JPEG,"traffic light, traffic signal, stoplight",0.84790623
ILSVRC2012_val_00002675.JPEG,"traffic light, traffic signal, stoplight",0.83461547
ILSVRC2012_val_00003211.JPEG,"remote control, remote",0.82740337
ILSVRC2012_val_00002371.JPEG,"remote control, remote",0.8138132
ILSVRC2012_val_00023963.JPEG,"remote control, remote",0.81094176
ILSVRC2012_val_00038370.JPEG,"remote control, remote",0.7999898
ILSVRC2012_val_00008267.JPEG,"remote control, remote",0.7980745
ILSVRC2012_val_00000277.JPEG,muzzle,0.88504225
ILSVRC2012_val_00020797.JPEG,muzzle,0.8753321
ILSVRC2012_val_00013486.JPEG,muzzle,0.8752639
ILSVRC2012_val_00019525.JPEG,muzzle,0.8533227
ILSVRC2012_val_00024189.JPEG,muzzle,0.847038
ILSVRC2012_val_00026675.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0.8996033
ILSVRC2012_val_00019040.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0.8569075
ILSVRC2012_val_00014058.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0.8549929
ILSVRC2012_val_00026267.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0.85110956
ILSVRC2012_val_00013654.JPEG,"Dandie Dinmont, Dandie Dinmont terrier",0.85105413
ILSVRC2012_val_00038965.JPEG,"washer, automatic washer, washing machine",0.87463874
ILSVRC2012_val_00021167.JPEG,"washer, automatic washer, washing machine",0.8563265
ILSVRC2012_val_00021128.JPEG,"washer, automatic washer, washing machine",0.81907094
ILSVRC2012_val_00032300.JPEG,"washer, automatic washer, washing machine",0.814721
ILSVRC2012_val_00002039.JPEG,"washer, automatic washer, washing machine",0.81205034
ILSVRC2012_val_00015478.JPEG,"jinrikisha, ricksha, rickshaw",0.8501251
ILSVRC2012_val_00036428.JPEG,"jinrikisha, ricksha, rickshaw",0.8445957
ILSVRC2012_val_00002531.JPEG,"jinrikisha, ricksha, rickshaw",0.84064615
ILSVRC2012_val_00029537.JPEG,"jinrikisha, ricksha, rickshaw",0.8360484
ILSVRC2012_val_00032319.JPEG,"jinrikisha, ricksha, rickshaw",0.83125424
ILSVRC2012_val_00046319.JPEG,"upright, upright piano",0.8233338
ILSVRC2012_val_00007908.JPEG,"upright, upright piano",0.81171834
ILSVRC2012_val_00022833.JPEG,"upright, upright piano",0.8101918
ILSVRC2012_val_00042204.JPEG,"upright, upright piano",0.80764425
ILSVRC2012_val_00014786.JPEG,"upright, upright piano",0.78077865
ILSVRC2012_val_00040157.JPEG,water jug,0.8458771
ILSVRC2012_val_00011758.JPEG,water jug,0.83553845
ILSVRC2012_val_00022034.JPEG,water jug,0.82547534
ILSVRC2012_val_00003263.JPEG,water jug,0.81424594
ILSVRC2012_val_00014626.JPEG,water jug,0.80984575
ILSVRC2012_val_00005441.JPEG,barometer,0.8564072
ILSVRC2012_val_00045655.JPEG,barometer,0.8438742
ILSVRC2012_val_00045889.JPEG,barometer,0.8436521
ILSVRC2012_val_00009352.JPEG,barometer,0.83841115
ILSVRC2012_val_00019280.JPEG,barometer,0.836728
ILSVRC2012_val_00042164.JPEG,fireboat,0.85791826
ILSVRC2012_val_00020486.JPEG,fireboat,0.84551597
ILSVRC2012_val_00021948.JPEG,fireboat,0.82899964
ILSVRC2012_val_00007503.JPEG,fireboat,0.8230939
ILSVRC2012_val_00015277.JPEG,fireboat,0.81991124
ILSVRC2012_val_00009801.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.8216838
ILSVRC2012_val_00049572.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.82029605
ILSVRC2012_val_00012386.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.81923574
ILSVRC2012_val_00048343.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.81859195
ILSVRC2012_val_00026474.JPEG,"aircraft carrier, carrier, flattop, attack aircraft carrier",0.81414634
ILSVRC2012_val_00011717.JPEG,"stopwatch, stop watch",0.8877626
ILSVRC2012_val_00005281.JPEG,"stopwatch, stop watch",0.86797285
ILSVRC2012_val_00000290.JPEG,"stopwatch, stop watch",0.8609985
ILSVRC2012_val_00020153.JPEG,"stopwatch, stop watch",0.8582803
